sensitivity_kind,kappa,a,sigma,level,hmax,reference_power,reference_step,number_of_fine_steps,n_paths,rmse,backstop_fraction,mean_steps_per_path,runtime_s
klm_fig3_jax,2.0,0.4857142857142857,0.31167748898959186,6,0.015625,16,1.52587890625e-05,65536,256,0.0001125657757320555,0.0008137397564524777,408.03125,0.4312500370000407
klm_fig3_jax,2.0,0.4857142857142857,0.31167748898959186,7,0.0078125,16,1.52587890625e-05,65536,256,5.994108529546342e-05,0.0008731624225247277,818.68359375,0.46485261099996933
klm_fig3_jax,2.0,0.4857142857142857,0.31167748898959186,8,0.00390625,16,1.52587890625e-05,65536,256,2.889038015026717e-05,0.000807607138205028,1649.35546875,0.52950604199998
klm_fig3_jax,2.0,0.4857142857142857,0.31167748898959186,9,0.001953125,16,1.52587890625e-05,65536,256,1.3680997170011136e-05,0.0008021312440612558,3350.44921875,0.6700755549999258
klm_fig3_jax,2.0,0.7085714285714286,0.37644957924572814,4,0.0625,16,1.52587890625e-05,65536,256,0.0005964607175542035,0.009452957035115858,114.46484375,0.4190703559999065
klm_fig3_jax,2.0,0.7085714285714286,0.37644957924572814,5,0.03125,16,1.52587890625e-05,65536,256,0.00027531381808327583,0.008598437580129575,228.51171875,0.43665076400009184
klm_fig3_jax,2.0,0.7085714285714286,0.37644957924572814,6,0.015625,16,1.52587890625e-05,65536,256,0.00014834405129201034,0.008095368219702146,457.4375,0.4550690720000148
klm_fig3_jax,2.0,0.7085714285714286,0.37644957924572814,7,0.0078125,16,1.52587890625e-05,65536,256,7.201271503840875e-05,0.007908533137179034,918.70703125,0.49271961099998407
klm_fig3_jax,2.0,0.7085714285714286,0.37644957924572814,8,0.00390625,16,1.52587890625e-05,65536,256,3.345750222685796e-05,0.007723178378469429,1855.2109375,0.5711437379999325
klm_fig3_jax,2.0,0.7085714285714286,0.37644957924572814,9,0.001953125,16,1.52587890625e-05,65536,256,1.8439304978716043e-05,0.007474675399666738,3788.3125,0.7548795799999652
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,4,0.0625,16,1.52587890625e-05,65536,256,0.0006165372979071987,0.03881945490137027,129.70703125,0.4240004299999782
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,5,0.03125,16,1.52587890625e-05,65536,256,0.00035368271624154493,0.03608224096058407,258.95703125,0.4349025879999999
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,6,0.015625,16,1.52587890625e-05,65536,256,0.0001507729496114706,0.034355976131637635,518.46875,0.46643354699995143
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,7,0.0078125,16,1.52587890625e-05,65536,256,6.910676332795014e-05,0.03332271424020389,1042.24609375,0.5158647540000629
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,8,0.00390625,16,1.52587890625e-05,65536,256,4.598271887834548e-05,0.032387059252797244,2109.01171875,0.622410344000059
klm_fig3_jax,2.0,0.9314285714285715,0.4316082880178673,9,0.001953125,16,1.52587890625e-05,65536,256,1.8818417155046822e-05,0.03136281466204587,4326.0078125,0.872115873000098
klm_fig3_jax,2.0,1.1542857142857144,0.4804759545046379,4,0.0625,16,1.52587890625e-05,65536,256,0.0007248961633798966,0.08306844670481034,147.46875,0.41960824600005253
