sensitivity_kind,kappa,a,sigma,level,hmax,reference_power,reference_step,number_of_fine_steps,n_paths,rmse,backstop_fraction,mean_steps_per_path,runtime_s
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,4,0.0625,18,3.814697265625e-06,262144,256,2.885082621391418e-05,0.01722678034395165,133.78515625,0.4365798950000226
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,5,0.03125,18,3.814697265625e-06,262144,256,1.4532932146747928e-05,0.016912732056716853,267.2265625,0.4487851179999325
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,6,0.015625,18,3.814697265625e-06,262144,256,6.52654660898463e-06,0.01684124350362189,534.40234375,0.482358455999929
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,7,0.0078125,18,3.814697265625e-06,262144,256,3.685537990984997e-06,0.016813441990886784,1069.875,0.5584704589998637
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,8,0.00390625,18,3.814697265625e-06,262144,256,1.780637786499224e-06,0.016717200688355322,2145.05859375,0.6893678100000216
klm_fig3_jax,0.2,1.1542857142857144,0.15193983771780953,9,0.001953125,18,3.814697265625e-06,262144,256,8.088633462960442e-07,0.016612017898226483,4312.578125,0.9783408840000902
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,4,0.0625,18,3.814697265625e-06,262144,256,3.0984577057499814e-05,0.04170409691030352,143.49609375,0.43368050699996274
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,5,0.03125,18,3.814697265625e-06,262144,256,1.556152597168049e-05,0.041170378042465046,286.6328125,0.4503240859999096
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,6,0.015625,18,3.814697265625e-06,262144,256,9.031856611147377e-06,0.040942446190219875,573.30859375,0.4896407829999134
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,7,0.0078125,18,3.814697265625e-06,262144,256,5.167506997040756e-06,0.04055838392638371,1147.84375,0.5665005119999478
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,8,0.00390625,18,3.814697265625e-06,262144,256,2.4628054722459457e-06,0.04029893296407917,2301.9375,0.7296953959998973
klm_fig3_jax,0.2,1.3771428571428572,0.16596040835951553,9,0.001953125,18,3.814697265625e-06,262144,256,1.6928087484409078e-06,0.040033945087241576,4630.640625,1.0307155360001161
klm_fig3_jax,0.2,1.6,0.1788854381999832,4,0.0625,18,3.814697265625e-06,262144,256,3.459909752745596e-05,0.07778002835730201,154.28125,0.4374443480000991
klm_fig3_jax,0.2,1.6,0.1788854381999832,5,0.03125,18,3.814697265625e-06,262144,256,2.025760091521349e-05,0.07652059341466813,308.33203125,0.4542752450001899
klm_fig3_jax,0.2,1.6,0.1788854381999832,6,0.015625,18,3.814697265625e-06,262144,256,1.1774929083889224e-05,0.0758866640906586,616.66796875,0.49372411300009844
klm_fig3_jax,0.2,1.6,0.1788854381999832,7,0.0078125,18,3.814697265625e-06,262144,256,6.731129523274892e-06,0.07519091938678021,1234.7734375,0.5776082489999226
klm_fig3_jax,0.2,1.6,0.1788854381999832,8,0.00390625,18,3.814697265625e-06,262144,256,4.019250183474508e-06,0.07473065452016207,2476.70703125,0.7448443640000733
klm_fig3_jax,0.2,1.6,0.1788854381999832,9,0.001953125,18,3.814697265625e-06,262144,256,2.5178563967710485e-06,0.07410333584148483,4983.75,1.0916874930001086
